badge_number,full_name,title,unit,unit_description,first_name,middle_name,last_name
8226,"Fainga, Nesiteko",Admin Specialist I,C515A  ,Auto Records - Day Shift,Nesiteko,,Fainga
7211,"Fancher, Heather M",Police Comm Dispatcher I,C314D  ,Comm - 1St W (D) - Cb,Heather,M,Fancher
7298,"Fancher, Malcolm Eugene_I",Communications Dispatcher Supervisor,C314C  ,Comm - 1St W (C) - Cb,Malcolm,Eugene_I,Fancher
8621,"Farkas, Jeremy M",Police Officer,B712S  ,Robbery Squad B,Jeremy,M,Farkas
6469,"Farr, Randy",Equipment & Facilities Coordinator,B129S  ,North Pct Ops - Stationmaster,Randy,,Farr
5121,"Farrell, Charles A",Police Officer,B625C  ,Harbor - Squad C,Charles,A,Farrell
7500,"Farrior, Sean M",Police Officer,B231R  ,South Pct 1St W - Robert,Sean,M,Farrior
5727,"Farwell, Sage A",Police Sergeant,B232V  ,South Pct 2Nd W - Ocean Relief,Sage,A,Farwell
8421,"Fason, Vincent D",Police Officer,B122N  ,North Pct 2Nd W - Nora,Vincent,D,Fason
6933,"Faust, Eric A",Police Officer,A810X  ,Hr - Department Unavailable Person~,Eric,A,Faust
8215,"Fauth, Cameron P",Admin Support Supervisor,C515   ,Auto Records Unit,Cameron,P,Fauth
7548,"Feldmann, Henry J.",Police Sergeant,B123T  ,North Pct 3Rd W - L/U Relief,Henry,J,Feldmann
6735,"Ferragamo, Anthony J",Police Sergeant,B251W  ,Southwest Pct 1St W - William,Anthony,J,Ferragamo
7565,"Feuerstein, Vincent Ray",Acting Police Officer Detective,B632T  ,Traf - Collision Investigation,Vincent,Ray,Feuerstein
7433,"Fiedler, Leigh A",Police Officer,C125C  ,Training - Learning Management Sys~,Leigh,A,Fiedler
7050,"Fields, Michael R",Executive,A800   ,Human Resources,Michael,R,Fields
5036,"Fields, Timothy D",Police Officer Detective,B722C  ,Sau - Sex Offender Detail,Timothy,D,Fields
8785,"Figueroa Carbajal, Omar",Police Student Officer,C125F  ,Training - Field Training Squad,Carbajal,Omar,Figueroa
8257,"Filipcic, Suzanne",Police Data Technician,C521A  ,Data Center - Day Shift,Suzanne,,Filipcic
7325,"Fine, Danielle R.",Police Officer,B113V  ,West Pct 3Rd W - D/M Relief,Danielle,R,Fine
8096,"Finn, Sean M","Police Comm, Dispatcher Ii",C314D  ,Comm - 1St W (D) - Cb,Sean,M,Finn
5989,"Fiorini, Nadia C",Police Lieutenant,B113   ,West Pct 3Rd W,Nadia,C,Fiorini
8751,"Fischer, Allyse M",Police Officer Probation,B123L  ,North Pct 3Rd W - Lincoln,Allyse,M,Fischer
8599,"Fischer, Raymond S",Police Officer,B252T  ,Southwest Pct 2Nd W - F/W Relief,Raymond,S,Fischer
7656,"Fishel, Anna L",Police Officer,B112V  ,West Pct 2Nd W - D/M Relief,Anna,L,Fishel
7997,"Fisher, Christopher M",Executive,A700   ,Chief Strategy Officer,Christopher,M,Fisher
7015,"Fitzenrider, Andrew J",Identification Data Specialist,B763A  ,Afis Administration,Andrew,J,Fitzenrider
7703,"Fitzgerald, Ashley",Police Officer Detective,B712R  ,Robbery Squad A,Ashley,,Fitzgerald
8477,"Fitzgerald, Kathryn M",Police Officer,B123V  ,North Pct 3Rd W - B/N Relief,Kathryn,M,Fitzgerald
8770,"Fitzgerald, Madison R",Police Student Officer,C125F  ,Training - Field Training Squad,Madison,R,Fitzgerald
7418,"Fitzgerald, Sean W",Police Sergeant,A810X  ,Hr - Department Unavailable Person~,Sean,W,Fitzgerald
5154,"Fitzgerald, Thomas P",Police Officer,A810X  ,Hr - Department Unavailable Person~,Thomas,P,Fitzgerald
5702,"Flaherty, Jason P C",Warehouser,C510W  ,Records - Warehouse,Jason,P C,Flaherty
6815,"Fleming, Corey J",Acting Police Sergeant,B623C  ,Canine - Squad C,Corey,J,Fleming
8433,"Fleming, Sandro M",Police Officer,B251W  ,Southwest Pct 1St W - William,Sandro,M,Fleming
7414,"Fliegel, Gregory A",Police Sergeant,B113D  ,West Pct 3Rd W - David,Gregory,A,Fliegel
7271,"Flores, Joey F",Admin Specialist Ii,C522A  ,Criminal History - Day Shift,Joey,F,Flores
8681,"Flos, Richard J",Police Officer,B123U  ,North Pct 3Rd W - Union,Richard,J,Flos
6816,"Floyd, Tamara L",Police Lieutenant,B752   ,Special Investigations Unit,Tamara,L,Floyd
6920,"Foley, David A",Police Officer,B121U  ,North Pct 1St W - Union,David,A,Foley
8612,"Foley, Kyle E",Police Officer,B233R  ,South Pct 3Rd W - Robert,Kyle,E,Foley
7361,"Foley, Mary A.",Admin Specialist I,C515A  ,Auto Records - Day Shift,Mary,A,Foley
6301,"Foley, Tori C",Police Officer,B121U  ,North Pct 1St W - Union,Tori,C,Foley
8487,"Follette, Garrett R",Police Officer,B111K  ,West Pct 1St W - K/Q (Early),Garrett,R,Follette
7910,"Fong, Jonathan A",Video Specialist Ii,B761V  ,Video Unit,Jonathan,A,Fong
7360,"Forbes, Rachel J.",Latent Print Supervisor,B763D  ,Latent Prints - Squad A,Rachel,J,Forbes
7569,"Foreman, Charles C",Police Officer,B122V  ,North Pct 2Nd W - B/N Relief,Charles,C,Foreman
8609,"Forst, Jordan A",Police Officer,B241G  ,East Pct 1St W - George (Charlie),Jordan,A,Forst
5844,"Foster, Eugene Jr",Police Officer Detective,A810B  ,Hr - Background Investigations,Eugene,Jr,Foster
8315,"Fowler, Adam K",Police Officer,B182C  ,Crg - Squad 82C,Adam,K,Fowler
5623,"Fox, Laura M","Parking Enfor Officer, Spvsr",B637H  ,Parking Enforcement - P8 Squad,Laura,M,Fox
8422,"Foy, Corey L",Police Officer,B232T  ,South Pct 2Nd W - R/S Relief,Corey,L,Foy
7474,"Frame, Tammy B",Acting Police Sergeant,B252W  ,Southwest Pct 2Nd W - William,Tammy,B,Frame
6550,"Franklin, Helantha Z",Admin Specialist Ii,C522A  ,Criminal History - Day Shift,Helantha,Z,Franklin
8786,"Fransen, Michael F",Police Student Officer,C125F  ,Training - Field Training Squad,Michael,F,Fransen
7671,"Frausto, Aaron J",Police Officer,B625C  ,Harbor - Squad C,Aaron,J,Frausto
8148,"Frederick, Kristin N",Police Comm Dispatcher I,C314N  ,Comm - 3Rd W (B) - Ca,Kristin,N,Frederick
5856,"Freese, Diana M",Police Lieutenant,A810X  ,Hr - Department Unavailable Person~,Diana,M,Freese
8696,"French, Nicholas B",Police Officer,B123V  ,North Pct 3Rd W - B/N Relief,Nicholas,B,French
6758,"Freutel, Nicole A",Police Officer,B182B  ,Crg - Squad 82B,Nicole,A,Freutel
7393,"Fricks, Lisa V.","Police Comm, Dispatcher Iii",C314C  ,Comm - 1St W (C) - Cb,Lisa,V,Fricks
7704,"Frieler, Benjamin",Police Officer,B181E  ,Crg - Squad 81E,Benjamin,,Frieler
6744,"Friesen, Wesley D",Acting Police Officer Detective,B713S  ,Inv Supp - Special Investigations ~,Wesley,D,Friesen
8216,"Frisch, Tyler P",Parking Enfor Officer,B637M  ,Parking Enforcement - P13 Squad,Tyler,P,Frisch
6838,"Fry, Sonya L",Acting Police Officer Detective,B713T  ,Inv Supp - Technical Assistance Sq~,Sonya,L,Fry
7314,"Funk, Darlene",Parking Enfor Officer,B637J  ,Parking Enforcement - P10 Squad,Darlene,,Funk
6675,"Gaedcke, Anthony W",Police Lieutenant,C181   ,Force Review Unit,Anthony,W,Gaedcke
5769,"Gaiser, Debora Ann",Police Data Technician,C521B  ,Data Center - Swing Shift,Debora,Ann,Gaiser
5360,"Galarita, Michael J",Police Officer,B113T  ,West Pct 3Rd W - K/Q Relief,Michael,J,Galarita
7510,"Galbraith, Kyle D",Police Officer,B625D  ,Harbor - Squad D,Kyle,D,Galbraith
6973,"Gallagher, Ryan J",Police Officer,B511S  ,Hls - Special Event Planning/Spoc ~,Ryan,J,Gallagher
8031,"Gallardo, Jaelene",Police Data Technician,C521A  ,Data Center - Day Shift,Jaelene,,Gallardo
6765,"Gallegos, Michelle M",Police Officer Detective,B722B  ,Sau Squad B,Michelle,M,Gallegos
8370,"Gandy, Brandon M",Police Officer,B241E  ,East Pct 1St W - Edward (Charlie),Brandon,M,Gandy
8583,"Ganem, Andrew G",Police Officer,B181E  ,Crg - Squad 81E,Andrew,G,Ganem
7682,"Ganem, Robert L",Police Officer,B231S  ,South Pct 1St W - Sam,Robert,L,Ganem
7996,"Ganung, Eric W",Maintenance Laborer,C121R  ,Training - Firearms Squad A,Eric,W,Ganung
8376,"Garcia, Joel R",Police Officer,B253T  ,Southwest Pct 3Rd W - F/W Relief,Joel,R,Garcia
8255,"Garcia, Maria T",Community Service Officer,A311J  ,Community Service Office - Squad A,Maria,T,Garcia
4178,"Garcia, Peggy",Strategic Advisor Ii,A820C  ,Hr - Personnel Records And Benefit~,Peggy,,Garcia
8542,"Garcia, Sergio H",Police Officer,B122B  ,North Pct 2Nd W - Boy,Sergio,H,Garcia
7289,"Gardea, Nohemi",Parking Enfor Officer,B637I  ,Parking Enforcement - P9 Squad,Nohemi,,Gardea
6680,"Gardea, Oscar M",Police Sergeant,A311B  ,Community Outreach - Youth Violenc~,Oscar,M,Gardea
7458,"Gardner, Jennifer L",Police Officer Detective,B781A  ,Human Trafficking - Squad A,Jennifer,L,Gardner
6399,"Garner, James R",Police Officer Detective,A312S  ,Executive Protection Detail,James,R,Garner
5075,"Garniss, Robert W",Video Specialist Ii,B761V  ,Video Unit,Robert,W,Garniss
5639,"Garrett, Christopher D",Police Officer,B626C  ,Arson/Bomb - Operational Support D~,Christopher,D,Garrett
6308,"Garth Green, Marc",Police Lieutenant,B123   ,North Pct 3Rd W - Ne,Green,Marc,Garth
8234,"Gastelum, Claudia B",Police Data Technician,C521B  ,Data Center - Swing Shift,Claudia,B,Gastelum
7196,"Gebregziabher, Gebregziab",Parking Enfor Officer,B637L  ,Parking Enforcement - P12 Squad,Gebregziab,,Gebregziabher
5971,"Geoghagan, William J",Acting Police Lieutenant,A810X  ,Hr - Department Unavailable Person~,William,J,Geoghagan
7583,"George, Corey L",Police Officer,B242G  ,East Pct 2Nd W - George,Corey,L,George
6457,"George, Janis L",Communications Dispatcher Supervisor,C314N  ,Comm - 3Rd W (B) - Ca,Janis,L,George
5823,"Gerry, Curtis T",Police Officer,C121R  ,Training - Firearms Squad A,Curtis,T,Gerry
8682,"Gerth, Aubrey M",Police Officer,B113M  ,West Pct 3Rd W - Mary,Aubrey,M,Gerth
8188,"Gervais, Rae",Admin Specialist Ii,C170Y  ,Force Investigations - Administrat~,Rae,,Gervais
8213,"Getchell, Cherie",Executive,A610   ,Legal - Transparency And Privacy,Cherie,,Getchell
7537,"Getts, Tyler D",Police Officer,B123J  ,North Pct 3Rd W - John,Tyler,D,Getts
7191,"Gibson, Kyla Anne",Communications Dispatcher Supervisor,C314O  ,Comm - 3Rd W (C) - Cb,Kyla,Anne,Gibson
5712,"Giese, Dale J",Police Sergeant,B112Q  ,West Pct 2Nd W - Queen,Dale,J,Giese
7613,"Gifford, Timothy V.",Police Officer,B625B  ,Harbor - Squad B,Timothy,V,Gifford
7419,"Gill, Daljit K",Police Officer Detective,B781I  ,Icac - Internet Crimes Against Chi~,Daljit,K,Gill
8055,"Gilmore, Charles A",Personnel Specialist,A820B  ,Hr - Personnel Programs,Charles,A,Gilmore
8316,"Gilmore, Lance E",Police Officer,B231O  ,South Pct 1St W - Ocean,Lance,E,Gilmore
6948,"Gingrey, Joel R",Police Officer,B121T  ,North Pct 1St W - L/U Relief,Joel,R,Gingrey
8636,"Ginter, Josh",Police Officer,B111D  ,West Pct 1St W - D/M (Late),Josh,,Ginter
8063,"Gioconda, Anthony F",Video Specialist Ii,B761V  ,Video Unit,Anthony,F,Gioconda
7461,"Girello, Joshua P",Police Officer,C121E  ,Training - Advanced - Squad C,Joshua,P,Girello
5306,"Giron, Elaine G",Admin Specialist Ii,C512A  ,Public Requests - Day Shift,Elaine,G,Giron
5611,"Giron, Elmer L_Jr",Admin Specialist I,C511A  ,Records - Day Shift,Elmer,L_Jr,Giron
5729,"Giroux, Ronald W",Police Officer Detective,B626B  ,Arson/Bomb - Squad B,Ronald,W,Giroux
7362,"Gladsjo, Keleigh M.",Admin Specialist I,A810X  ,Hr - Department Unavailable Person~,Keleigh,M,Gladsjo
8550,"Glover, Clinton P",Police Officer,B253T  ,Southwest Pct 3Rd W - F/W Relief,Clinton,P,Glover
7501,"Godeke, Carry H",Acting Police Officer Detective,A810B  ,Hr - Background Investigations,Carry,H,Godeke
7919,"Godwin, Mackenzie","Police Comm, Dispatcher Ii",C314I  ,Comm - 2Nd W (C) - Cb,Mackenzie,,Godwin
8098,"Gollyhorn, My-Kea D",Admin Specialist Ii,C512A  ,Public Requests - Day Shift,My-Kea,D,Gollyhorn
8291,"Gomez-Ventura, Luis A",Strategic Advisor Ii,C050A  ,Data Analytics Support,Luis,A,Gomez-Ventura
7175,"Gonzales, Tavia M",Communications Dispatcher Supervisor,C314A  ,Comm - 1St W (A) - Ca,Tavia,M,Gonzales
8169,"Gonzalez, Enrique",Planning & Development Specialist Ii,A120B  ,Opa - Communications And Outreach,Enrique,,Gonzalez
6412,"Gonzalez, Michael D",Police Officer,B632C  ,Traf - Motorcycle - T3 Squad,Michael,D,Gonzalez
6241,"Gonzalez, Oscar J",Acting Police Officer Detective,B732A  ,Narc - General Investigations - Ad~,Oscar,J,Gonzalez
8377,"Goodwin, Jonathan S",Police Officer,B242C  ,East Pct 2Nd W - Charlie,Jonathan,S,Goodwin
7564,"Goodwin, Joshua J.",Acting Police Sergeant,B112D  ,West Pct 2Nd W - David,Joshua,J,Goodwin
7651,"Gordillo, Canek",Police Officer,B111D  ,West Pct 1St W - D/M (Late),Canek,,Gordillo
5978,"Gordon, David M",Police Officer,B121N  ,North Pct 1St W - Nora (John),David,M,Gordon
8116,"Gordon, Isabelle M","Police Comm, Dispatcher Ii",A810X  ,Hr - Department Unavailable Person~,Isabelle,M,Gordon
4836,"Gordon, Macgregor",Police Officer Detective,A810B  ,Hr - Background Investigations,Macgregor,,Gordon
7932,"Gore, Michael B",Police Officer,B112K  ,West Pct 2Nd W - King,Michael,B,Gore
7171,"Graesch, Jenifer M",Police Data Technician,C521C  ,Data Center - Graveyard Shift,Jenifer,M,Graesch
8284,"Gray, Peter A",Police Comm Dispatcher I,C314O  ,Comm - 3Rd W (C) - Cb,Peter,A,Gray
8811,"Graybill, Jared J",Police Recruit,A810F  ,Hr - Blea - Academy Recruits,Jared,J,Graybill
7652,"Gray-Mcvey, Tay",Police Officer Detective,A312S  ,Executive Protection Detail,Tay,,Gray-Mcvey
5423,"Grayson, Denise L",Admin Specialist Ii,C522A  ,Criminal History - Day Shift,Denise,L,Grayson
7634,"Grayson, Sandlin J",Police Officer,A313A  ,Crisis Response Squad,Sandlin,J,Grayson
8176,"Grba, Mark E",Strategic Advisor Iii,A110   ,Opa - Investigations Section,Mark,E,Grba
8061,"Greeley, Paul L",Equipment & Facilities Coordinator,B231P  ,South Pct 1St W - Pct Support,Paul,L,Greeley
7001,"Green, Jewel L","Evidence Warehouser, Sr",B762C  ,Evidence Warehouse - Squad C,Jewel,L,Green
6038,"Greening, Eric A",Assistant Chief Of Police,B600   ,Special Operations Bureau,Eric,A,Greening
7214,"Greening, Loraine Gustavi",Executive Assistant,A600Y  ,Legal - Senior Police Counsel - Ad~,Loraine,Gustavi,Greening
7690,"Greenland, Nathan R.",Police Officer,B111D  ,West Pct 1St W - D/M (Late),Nathan,R,Greenland
6827,"Gregorio, Christopher M",Police Officer,B623C  ,Canine - Squad C,Christopher,M,Gregorio
8595,"Gregory, Nicholas P",Police Officer,B243G  ,East Pct 3Rd W - George,Nicholas,P,Gregory
7872,"Gregory, Sadie A.","Police Comm, Dispatcher Ii",C314H  ,Comm - 2Nd W (B) - Ca,Sadie,A,Gregory
5753,"Grenon, Bryan J",Assistant Chief Of Police,B500   ,Metropolitan Safety Services Burea~,Bryan,J,Grenon
5875,"Griffin, Michael R",Police Officer,B233T  ,South Pct 3Rd W - R/S Relief,Michael,R,Griffin
7482,"Griffin, William S.",Police Officer,B182C  ,Crg - Squad 82C,William,S,Griffin
7060,"Griffith, Cyndie M",Victim Advocate,B721V  ,Dv - Vst (Victim Support Team),Cyndie,M,Griffith
8796,"Grimmer, Edward K",Police Student Officer,C125F  ,Training - Field Training Squad,Edward,K,Grimmer
6378,"Grinstead, Mark A",Police Sergeant Detective,B765   ,Forensics - Crime Scene Investigat~,Mark,A,Grinstead
6188,"Grossman, Kevin M",Police Captain,B250   ,Southwest Pct,Kevin,M,Grossman
5089,"Guay, Joel G",Police Lieutenant,A810X  ,Hr - Department Unavailable Person~,Joel,G,Guay
8221,"Guerrero, Cristian E",Parking Enfor Officer,B637A  ,Parking Enforcement - P1 Squad,Cristian,E,Guerrero
8658,"Gulker, Thomas A",Police Officer,B121T  ,North Pct 1St W - L/U Relief,Thomas,A,Gulker
8600,"Gulpan, Judinna J",Police Officer,B112K  ,West Pct 2Nd W - King,Judinna,J,Gulpan
6394,"Guyer, William Hadley_Ii",Police Officer Detective,B781A  ,Human Trafficking - Squad A,William,Hadley_Ii,Guyer
6610,"Guzley, Nicholas_Jr",Police Officer,B122T  ,North Pct 2Nd W - L/U Relief,Nicholas_Jr,,Guzley
8506,"Guzman, Kira H",Police Officer,A810X  ,Hr - Department Unavailable Person~,Kira,H,Guzman
6051,"Haag, Devlin D",Police Sergeant,A810X  ,Hr - Department Unavailable Person~,Devlin,D,Haag
6025,"Haakenstad, Lisa J",Police Officer Detective,B765   ,Forensics - Crime Scene Investigat~,Lisa,J,Haakenstad
8465,"Hacibektasoglu, Berat",Police Officer,B123B  ,North Pct 3Rd W - Boy,Berat,,Hacibektasoglu
6978,"Hadley, Joe W",Police Sergeant,B243G  ,East Pct 3Rd W - George,Joe,W,Hadley
8584,"Hagan, Dane R",Police Officer,B231O  ,South Pct 1St W - Ocean,Dane,R,Hagan
6413,"Hagerty, Edward R",Police Officer,B712H  ,Gun Violence Reduction Squad B,Edward,R,Hagerty
7691,"Hahn, John W. Iv",Police Officer,B232V  ,South Pct 2Nd W - Ocean Relief,John,W. Iv,Hahn
6791,"Hairston, Kathryn L",Police Officer,B243C  ,East Pct 3Rd W - Charlie,Kathryn,L,Hairston
4888,"Haistings, Kevin E",Police Sergeant,A810X  ,Hr - Department Unavailable Person~,Kevin,E,Haistings
8068,"Hall, Kyle J","Police Comm, Dispatcher Ii",C314E  ,Comm - 1St W (E) - Cc,Kyle,J,Hall
7845,"Hall, Maria T",Parking Enfor Officer,B637H  ,Parking Enforcement - P8 Squad,Maria,T,Hall
6154,"Hall, Rik H",Police Officer Detective,B713S  ,Inv Supp - Special Investigations ~,Rik,H,Hall
8626,"Halpin, Zachariah J",Police Officer,B111K  ,West Pct 1St W - K/Q (Early),Zachariah,J,Halpin
5833,"Hamlin, Sean R",Acting Police Officer Detective,B721D  ,Dv Squad D - Order Service,Sean,R,Hamlin
5921,"Hancock, Andrew F",Police Sergeant,B621B  ,Swat - Day Squad 2,Andrew,F,Hancock
6808,"Hanley, Thomas B",Police Sergeant,A810X  ,Hr - Department Unavailable Person~,Thomas,B,Hanley
7248,"Hanson, Heidi A",Police Comm Dispatcher I,C314Q  ,Comm - 3Rd W (E) - Cc,Heidi,A,Hanson
7172,"Hardi, Vanessa M","Police Data Technician, Supvsr",C521B  ,Data Center - Swing Shift,Vanessa,M,Hardi
7179,"Hargraves, Susan Noelle",Parking Enfor Officer,B637H  ,Parking Enforcement - P8 Squad,Susan,Noelle,Hargraves
8192,"Harmon, Jessica L",Admin Specialist I,C511A  ,Records - Day Shift,Jessica,L,Harmon
7666,"Harmon, Mika K",Police Officer,B242E  ,East Pct 2Nd W - Edward,Mika,K,Harmon
6875,"Harrington, David M",Police Officer,B632C  ,Traf - Motorcycle - T3 Squad,David,M,Harrington
8444,"Harris, Alexandra B",Police Officer,A090B  ,Cop - Wellness Unit - Team B,Alexandra,B,Harris
8024,"Harris, Clint J",Latent Print Examiner,B763E  ,Latent Prints - Squad B,Clint,J,Harris
5104,"Harris, Douglas J",Police Sergeant,B625C  ,Harbor - Squad C,Douglas,J,Harris
7350,"Harris, Ericka",Police Data Technician,C521C  ,Data Center - Graveyard Shift,Ericka,,Harris
4376,"Harris, Jerry P",Police Sergeant,B632C  ,Traf - Motorcycle - T3 Squad,Jerry,P,Harris
6134,"Harris, Jesse L","Evidence Warehouser, Sr",B762A  ,Evidence Warehouse - Squad A,Jesse,L,Harris
7403,"Harris, Lloyd J",Police Officer,B233R  ,South Pct 3Rd W - Robert,Lloyd,J,Harris
7863,"Harris, Mary E.",Parking Enfor Officer,B637L  ,Parking Enforcement - P12 Squad,Mary,E,Harris
6221,"Harris, Todd C",Police Officer,B712H  ,Gun Violence Reduction Squad B,Todd,C,Harris
8541,"Haskins, Patrick S",Police Officer,B112Q  ,West Pct 2Nd W - Queen,Patrick,S,Haskins
6949,"Hatzenbuehler, Scott C",Police Officer Detective,B722B  ,Sau Squad B,Scott,C,Hatzenbuehler
8204,"Hay, Channa",Accounting Technician Iii,A820A  ,Hr - Payroll,Channa,,Hay
8352,"Hay, Garret W",Police Officer,B181D  ,Crg - Squad 81D,Garret,W,Hay
7700,"Hay, Kyle",Police Officer,B752T  ,Major Crimes Task Force,Kyle,,Hay
4389,"Hay, Michael D",Police Sergeant Detective,A810X  ,Hr - Department Unavailable Person~,Michael,D,Hay
5005,"Hay, Phillip S",Police Lieutenant,C000S  ,Coo - Special Assignment,Phillip,S,Hay
6279,"Hayden, Patricia A",Police Officer Detective,B711C  ,Homicide Squad C,Patricia,A,Hayden
5696,"Hayden, Walter M",Police Officer,B632R  ,Traf - Photo Enforcement,Walter,M,Hayden
4650,"Hayes, John F_Jr",Police Captain,C110   ,"Apr - Audit, Policy And Research S~",John,F_Jr,Hayes
7044,"Hayes, Marla V",Admin Specialist Ii,C515B  ,Auto Records - Swing Shift,Marla,V,Hayes
8241,"Hayne, Spencer",Strategic Advisor Ii,B713A  ,Inv Supp - Investigations Squad,Spencer,,Hayne
7549,"Haynes, Garth N",Police Officer,B122B  ,North Pct 2Nd W - Boy,Garth,N,Haynes
4951,"Hays, Kerry L",Police Officer Detective,B626B  ,Arson/Bomb - Squad B,Kerry,L,Hays
5102,"Hazard, Mark A",Police Sergeant Detective,B731B  ,Narc - Proactive Squad B,Mark,A,Hazard
8671,"Hazelwood, Connor A",Police Officer,B111D  ,West Pct 1St W - D/M (Late),Connor,A,Hazelwood
5697,"Healy, Thomas E",Police Officer Detective,B712S  ,Robbery Squad B,Thomas,E,Healy
T127,"Heckathorn, Karmen R",Maintenance Laborer,A311M  ,Mounted Patrol Squad,Karmen,R,Heckathorn
5466,"Heffernan, Kevin S",Police Officer,A810X  ,Hr - Department Unavailable Person~,Kevin,S,Heffernan
7952,"Heideman, Stacy L",Police Comm Dispatcher I,C314R  ,Comm - 3Rd W (F) - Cc,Stacy,L,Heideman
7427,"Heller, Thomas S",Police Officer,C125F  ,Training - Field Training Squad,Thomas,S,Heller
8278,"Henderson, Alissa C",Admin Specialist Ii,C512A  ,Public Requests - Day Shift,Alissa,C,Henderson
7113,"Henderson, Andrea L",Office/Maintenance Aide,A820C  ,Hr - Personnel Records And Benefit~,Andrea,L,Henderson
8720,"Henderson, Steven M",Police Officer Probation,B243E  ,East Pct 3Rd W - Edward,Steven,M,Henderson
7320,"Hendrickson, Amy","Police Comm, Dispatcher Iii",C314R  ,Comm - 3Rd W (F) - Cc,Amy,,Hendrickson
8260,"Hendrix, Kevin A",Community Service Officer,A311K  ,Community Service Office - Squad B,Kevin,A,Hendrix
6060,"Hendry, Dawn E","Evidence Warehouser, Chief",B762B  ,Evidence Warehouse - Squad B,Dawn,E,Hendry
6320,"Hendry, Matthew V",Police Sergeant,A112A  ,Opa - Investigations - Team B,Matthew,V,Hendry
7933,"Henricksen, Christina L",Parking Enfor Officer,B637M  ,Parking Enforcement - P13 Squad,Christina,L,Henricksen
7692,"Herman, Kent M",Police Officer,B251F  ,Southwest Pct 1St W - Frank,Kent,M,Herman
8153,"Hernandez, Catriana L","Police Comm, Dispatcher Ii",C314O  ,Comm - 3Rd W (C) - Cb,Catriana,L,Hernandez
8022,"Hernandez, Daniel A",Police Officer,B251T  ,Southwest Pct 1St W - F/W Relief,Daniel,A,Hernandez
7345,"Hernandez, Steven",Parking Enfor Officer,A810X  ,Hr - Department Unavailable Person~,Steven,,Hernandez
7657,"Herrera, Andrea O",Police Officer,C125F  ,Training - Field Training Squad,Andrea,O,Herrera
8060,"Herring, Olivia R",Victim Advocate,B721V  ,Dv - Vst (Victim Support Team),Olivia,R,Herring
5570,"Heuchert, Martin J",Police Officer Detective,B626A  ,Arson/Bomb - Squad A,Martin,J,Heuchert
7654,"Hewitt, Brian C",Police Officer,B182C  ,Crg - Squad 82C,Brian,C,Hewitt
7388,"Hicks, Daniel L",Maintenance Laborer,C121R  ,Training - Firearms Squad A,Daniel,L,Hicks
7065,"Hidalgo-Landeros, Cesar",Photographic Services Supervisor,B761V  ,Video Unit,Cesar,,Hidalgo-Landeros
5740,"Higa, Randall M",Police Officer Detective,A810X  ,Hr - Department Unavailable Person~,Randall,M,Higa
8138,"Hill, Anastasia Y",Video Specialist Ii,B761V  ,Video Unit,Anastasia,Y,Hill
8065,"Hill, Ann M",Admin Specialist Ii,C500Y  ,Administrative Services - Administ~,Ann,M,Hill
8313,"Hill, Burton J",Police Officer,B253W  ,Southwest Pct 3Rd W - William,Burton,J,Hill
5062,"Hill, Linda E",Police Officer,C312R  ,Comm - Internet And Telephone Repo~,Linda,E,Hill
8084,"Hill, Stacey",Admin Support Supervisor,C511   ,Records Unit,Stacey,,Hill
7441,"Hill, Travis J",Police Sergeant,B112A  ,West Pct 2Nd W - David Beats,Travis,J,Hill
5938,"Hillan, Bridget Kathleen",Police Officer,A810X  ,Hr - Department Unavailable Person~,Bridget,Kathleen,Hillan
7576,"Hilton, Shaun L",Police Sergeant,B241T  ,East Pct 1St W - E/G Relief (Charl~,Shaun,L,Hilton
7210,"Hinshaw, Kristen M",Manager Ii,C313   ,Comm - Training And Performance Ma~,Kristen,M,Hinshaw
7753,"Hinson, Calvin D",Police Officer,B232R  ,South Pct 2Nd W - Robert,Calvin,D,Hinson
8365,"Hinzman, Cali I",Police Officer,B113M  ,West Pct 3Rd W - Mary,Cali,I,Hinzman
5927,"Hirjak, Stephen Jr",Assistant Chief Of Police,A300   ,Collaborative Policing Bureau,Stephen,Jr,Hirjak
5759,"Hissung, George Jr",Police Officer,C121B  ,Training - Advanced - Squad B,George,Jr,Hissung
7467,"Hoang, Anh K",Acting Police Sergeant,B233O  ,South Pct 3Rd W - Ocean,Anh,K,Hoang
8104,"Hobson, Penny",Victim Advocate,B721V  ,Dv - Vst (Victim Support Team),Penny,,Hobson
6358,"Hockett, David T",Police Sergeant,B113M  ,West Pct 3Rd W - Mary,David,T,Hockett
7804,"Hofer, Luke E",Parking Enfor Officer,A810X  ,Hr - Department Unavailable Person~,Luke,E,Hofer
7302,"Hoffer, Robert A",Equipment Servicer,C503A  ,Fleet Control Squad,Robert,A,Hoffer
7450,"Hoffmann, Howard J",Police Officer,B112Q  ,West Pct 2Nd W - Queen,Howard,J,Hoffmann
8472,"Hogg, Hayden P",Police Officer,B181D  ,Crg - Squad 81D,Hayden,P,Hogg
6136,"Holand, Tye A.",Police Officer Detective,B781B  ,Human Trafficking - Squad B,Tye,A,Holand
8322,"Holden, Narottam D",Acting Police Officer Detective,B722A  ,Sau Squad A,Narottam,D,Holden
8323,"Holden, Vrndavana D",Police Officer,B123N  ,North Pct 3Rd W - Nora,Vrndavana,D,Holden
6611,"Holland, Eric D",Police Officer,B632R  ,Traf - Photo Enforcement,Eric,D,Holland
